,0
195,59.424262383800325
196,21.230559804296455
197,26.85720301258527
198,61.36443155044333
199,60.1953296110119
200,35.675358771592215
201,59.726233758603
202,75.3918177936975
203,22.932990230855978
204,19.72874197389666
205,33.672015580611514
206,65.24155448566295
207,34.19261762635912
208,18.076696046532344
209,27.662589530005
210,62.914478715133036
211,29.932487264903934
212,74.69150225115158
213,15.261645111119197
214,63.015367566462785
215,33.74716181343514
216,28.46728009121156
217,73.99381365051084
218,28.472298517383543
219,80.1395468187593
220,36.94096871813153
221,34.70679540346528
222,46.93935854388486
223,32.095120955805356
224,23.363700759711847
225,27.224614771402763
226,19.27347663755532
227,27.88901753019666
228,32.71560996618458
229,47.5558211817506
230,26.664024477760478
231,30.11095463358869
232,24.805885952203347
233,73.75877939147948
234,31.352736294227146
235,69.32756340003094
236,58.5525003737397
237,23.78314511335067
238,54.131120248393984
239,20.29110900415739
240,82.86373200734582
241,70.82076541743878
242,74.56882221516996
243,26.103303144125817
244,28.01371725811776
245,37.10002710395485
246,31.576622347049003
247,37.95279025626756
248,22.56106155523762
249,81.54329467429181
250,35.53890659439249
251,36.87715233885006
252,22.899488362407038
253,71.93307548353452
254,29.783331306448687
255,30.32711934305641
256,30.200275387438232
257,59.196480219717294
258,26.343841140920254
259,21.48330915332737
260,21.858366580522343
261,39.436817387936955
262,17.944405474087947
263,77.80293447864652
264,27.69620713227041
265,56.197923053624834
266,31.88643618388493
267,65.98111611349422
268,22.974805302560902
269,54.298234750138555
270,57.391108594583564
271,39.28849228842067
272,19.82927381900128
273,26.001531798964816
274,30.5536673501014
275,34.9255208477191
276,23.337467556620364
277,30.649317773924423
278,60.57094718079794
279,74.01418225774223
280,26.105323054683446
281,19.025702057943526
282,74.15646026013519
283,25.01510813142784
284,54.16093021628742
285,30.220246881771054
286,31.797187442142924
287,24.41984986539125
288,26.989895188310598
289,35.16719016002458
290,29.698316404281492
291,27.082195722807022
292,17.554440048813536
293,24.937130638157377
294,22.51953760356167
295,69.11190472397513
296,25.19633083476554
297,22.37795405519799
298,26.37841149899718
299,22.912878448358242
300,25.95960147783311
301,67.45467609539934
302,78.39840372290764
303,23.538763055113012
304,30.703504504208247
305,38.0560923157094
306,23.031404384710925
307,24.50508861315518
308,59.68398855689417
309,32.281000361688015
310,20.38826105783992
311,21.83254368424582
312,42.068145193655596
313,20.536265079893695
314,78.70732003437858
315,17.138336564705043
316,22.741189283453554
317,22.651553707837444
318,71.72267846366113
319,23.06787055121928
320,29.232823747269208
321,55.02067043611386
322,23.236849039115477
323,30.08323746579027
324,25.55954022142941
325,25.433184505892925
326,23.711251812242253
327,25.64776901868028
328,27.45168982402195
329,22.348840984072087
330,18.610365023981615
331,20.081019647715745
332,29.578005051473088
333,18.942023094140836
334,22.504572918961944
335,70.00967500546184
336,26.87402949534817
337,27.556947565210116
338,28.038917693271983
339,68.19953393149979
340,65.96629685026517
341,35.354746952484945
342,78.33082693287773
343,55.4200560736897
344,26.040746944958187
345,73.935247643757
346,23.531728211950842
347,27.966567161919144
348,31.36881027837724
349,24.984412101848807
350,24.872820199837278
351,44.92109359432346
352,66.61353874490466
353,22.540565701554204
354,75.80218718879874
355,19.94337215446037
356,31.880319594004167
357,30.636505490029535
358,22.090361164398722
359,31.59950913976804
360,75.69540036803382
361,28.491907768267374
362,19.049013930580188
363,54.68995670140235
364,36.35502913145793
365,36.874666908499194
366,33.96817300261897
367,20.700776799841403
368,32.94436425611579
369,37.34288502635057
370,52.94169307943688
371,24.72253304168018
372,24.47153791447134
373,18.482798525039122
374,32.68494053590399
375,56.53171144183682
376,32.75898749008909
377,19.962437504412378
378,34.60061403057692
379,68.19238539364606
380,66.36964511868644
381,28.214792689699312
382,33.49591755092575
383,64.37385860437008
384,39.2045194324269
385,32.670788855326975
386,28.598105845780708
387,81.08440626081187
388,27.257777078694417
389,69.11309258565187
390,27.36912486349424
391,76.66182637646146
392,34.19770090432307
393,39.539672102413974
394,58.900645271363
395,67.3081035465455
396,38.9408092109775
397,19.975111657842717
398,72.52631045890867
399,50.57554485596256
400,17.861302956890718
401,21.262149621220132
402,32.34237659729233
403,30.827591918989405
404,59.61516418910327
405,26.894344493760887
406,24.199399803672147
407,24.372513107598
408,26.35444667317084
409,35.97745516500704
410,53.73513144968477
411,75.76957603983377
412,32.79208230308234
413,64.18376801292516
414,27.861374167085735
415,35.121637624303816
416,45.687530797172684
417,70.82853894475298
418,24.57810456628991
419,71.07501281334967
420,19.345477232760715
421,27.17909049812763
422,27.268071376367253
423,21.424442336832065
424,20.330691344796314
425,75.5367286523682
426,25.508241073049348
427,60.578395716944584
428,33.26238301976092
429,19.971762939163746
430,34.28700448796458
431,70.95234962826012
432,18.724112172428484
433,82.206618240949
434,54.151587521536136
435,62.46504958836948
436,75.12231946421653
437,25.649442259616677
438,62.055429209794816
439,41.42272516118493
440,29.579653757641054
441,30.67054720012963
442,77.67441062454853
443,41.218988307438934
444,62.137096930680244
445,52.72342427066516
446,65.24997720868498
447,22.81543635132796
448,22.770527221239213
449,64.94460938101919
450,67.51950236645455
451,24.31232609768471
452,79.65901134609123
453,26.801472438316992
454,24.289656244334264
455,73.66872405748123
456,64.53750918855316
457,29.077234002333817
458,20.07024322901246
459,79.96893220408732
460,25.918052348697408
461,19.848895778568156
462,72.16479437903328
463,28.39320337725402
464,23.963269588803506
465,67.10135994051541
466,44.58106218153177
467,30.62747536698495
468,25.343909069283114
469,74.10310956623611
470,73.57444679461565
471,23.7859192412073
472,68.83714005458802
473,26.591368660622102
474,33.681283730385246
475,71.3803983489419
476,30.71597069916043
477,27.337949572396596
478,18.07132796091794
479,48.32938123113425
480,38.14736675886627
481,20.62777123737665
482,22.478281338375695
483,83.20765592189052
484,29.708799984201715
485,24.84067682689828
486,66.99270668060046
487,68.82815967172584
488,23.869365430113298
489,27.58892770311384
490,21.45324541001955
491,73.53898859023931
492,32.16871638517222
493,24.457724767465937
494,63.828500961418776
495,24.638735703080208
496,26.196463167866938
497,75.33649755630557
498,35.67943779713535
499,29.420766918374426
500,18.203342294318478
501,54.4271848246935
502,19.058788481843962
503,69.547749037099
504,21.60503599729588
505,28.380968612875044
506,33.218563799904025
507,68.82303028217792
508,27.96648572794235
509,22.84011184530052
510,67.81414172759972
511,50.4420885432573
512,21.537974586958786
513,55.45714107716734
514,53.437469018280055
515,66.9206686849535
516,35.90865512669001
517,24.51428448514772
518,29.458856405813833
519,46.34001519641954
520,25.79050409071521
521,21.03982422042978
522,57.5363824488287
523,20.519088918591724
524,28.767000217573244
525,28.23150760036506
526,66.65992347177911
527,54.16244313534606
528,39.161264064057725
529,25.610589600645127
530,23.204402883814012
531,77.0228344816872
532,25.099550213953165
533,48.91968265533851
534,26.063454561939196
535,20.464006549433336
536,24.106095181025008
537,51.462197321286226
538,27.027451781281176
539,61.1626055061484
540,70.49211093493952
541,19.35415960426255
542,28.993884197336875
543,68.96881837134418
544,36.751372198141
545,20.338367531914855
546,58.031114761425115
547,18.90833221956814
548,67.5626425460914
549,62.80643552346723
550,45.942525447294955
551,26.989446389694976
552,57.590487107313294
553,48.736108526320734
554,76.74545462874161
555,71.69175375761066
556,53.23567650762361
557,68.24178731913783
558,60.37000448158199
559,29.401885317877227
560,21.337056572721245
561,31.380859834581415
562,36.06775969985314
563,22.210942480332598
564,23.444838984805827
565,22.799121507941667
566,26.326198513559994
567,37.429239608422336
568,20.608209209517142
569,32.36921950466223
570,26.88108029896067
571,23.52087595087952
572,54.97937019009942
573,34.85584214287674
574,19.055131404310977
575,17.90755106916013
576,52.26169350806609
577,46.91533276114684
578,28.605641638312257
579,17.7673487903171
580,34.64571256777019
581,58.10835887548539
582,67.22733906639179
583,27.99293098595629
584,58.93763185830818
585,21.76841479817876
586,21.713938061111335
587,42.0811771171309
588,64.1648548571277
589,24.01170190895192
590,70.64783126351294
591,28.457844379540447
592,22.124614795262982
593,19.681711501906634
594,52.9316729286529
595,28.297608068781816
596,73.53383150290121
597,21.746976322849186
598,68.11122160061839
599,26.489257814406265
600,26.050897446814123
601,24.017576525686955
602,59.71111555933432
603,67.05064039498511
604,25.65690931679695
605,26.051367960308525
606,58.52224259134377
607,50.46456730187147
608,53.32622692012456
609,20.38354377700435
610,28.704029547590693
611,29.885435573086227
612,25.858335218838615
613,59.109089499941575
614,55.61418943356198
615,58.048735617982636
616,26.954265857527197
617,22.831413876349483
618,21.937655159246848
619,57.0731860478174
620,22.324598366743494
621,74.21851083744882
622,45.06082774711601
623,32.24320090998609
624,21.103754916537326
625,28.508744907010872
626,49.761917186703556
627,34.033772942484006
628,27.766871872974214
629,59.6654598742612
630,81.04211187217537
631,22.79045092123727
632,18.510578075087423
633,21.86019042980911
634,70.75745146623169
635,22.168885695539515
636,61.92023395476297
637,74.39265827025899
638,26.037403414012953
639,62.32939789660627
640,31.805598691783928
641,26.139874360854684
642,34.289890141829005
643,27.356239343196524
644,19.974393400051124
645,57.45399091461088
646,30.05824627801811
647,26.770980404089634
648,24.07290218243077
649,23.614515009069137
650,24.05831218172099
651,20.237498718660888
652,37.338701040385146
653,53.099052881799295
654,35.64047964521631
655,24.637413647495052
656,18.50902508729763
657,21.93494891131528
658,32.87881930970964
659,28.385551702106188
660,78.35945352752522
661,28.68997484235854
662,65.56875063860149
663,46.986362998169824
664,52.60198612496977
665,62.21734781266218
666,22.052563045582602
667,30.094313669437977
668,27.014034351397704
669,31.030908111109845
670,39.29268904922925
671,29.29569586766556
672,25.78037295227162
673,31.622678219390554
674,45.80170081986055
675,39.54084297459634
676,69.34702575584733
677,74.40673988883981
678,30.689474061555618
679,22.5059438392522
680,68.44888723298988
681,27.091656096549737
682,29.159968945560617
683,29.821342658625884
684,25.370619520901894
685,61.095478205053126
686,65.42274182946458
687,41.84589696648675
688,29.57461306779659
689,50.15356366652111
690,70.8703907976621
691,22.86477815915855
692,33.4524701455213
693,31.005694178785156
694,53.415242130504915
695,26.58823566091566
696,80.3265639862566
697,25.151991574671204
698,64.16678860102812
699,21.120561379238573
700,33.06291114415983
701,81.66361941931513
702,56.45344969909957
703,28.80546110738698
704,31.398521500048073
705,32.24810729739506
706,26.357901690762823
707,32.512407981395114
708,27.34312254265305
709,70.74028450411714
710,33.61545882612813
711,21.804223676540516
712,24.857376045112286
713,31.689418066480627
714,72.08809414915082
715,32.2441862521822
716,63.87401137092618
717,62.31373916727614
718,25.47384409502244
719,58.87794791024336
720,22.30357496956684
721,25.18371815885998
722,22.258321644112115
723,26.67550858722427
724,22.759502973481794
725,28.4863359514326
726,69.96383162699014
727,25.664239038411942
728,25.17381478679213
729,21.075761730585285
730,25.95547918357164
731,75.672220937594
732,60.17119354332858
733,57.455769221931995
734,20.037551719009322
735,32.913845038733974
736,63.07497878296734
737,59.32255465983799
738,34.67974044497608
739,28.035050686182657
740,73.29596422913114
741,18.41410479080319
742,30.81431238677669
743,81.93981847267634
744,57.235323660544836
745,61.62558935476412
746,27.121572430379157
747,72.10962345477624
748,25.841104429605334
749,66.6893012445973
750,19.36609146902
751,34.8383347068865
752,29.957300103346604
753,19.71054767442152
754,21.049966395822533
755,25.552018096492375
756,20.063793043462276
757,32.16253049388844
758,20.939630706235494
759,25.57234781735671
760,18.06502189709262
761,73.62357425445467
762,29.630100565325204
763,72.53612162052413
764,27.731611354539595
765,28.063523879241426
766,28.32819166432807
767,23.26297153814647
768,63.67630037461528
769,28.323688559452165
770,25.254221754413628
771,19.8928007526838
772,25.281759533357224
773,24.68906169429087
774,28.155684028815806
775,38.4847436408141
776,27.535293171329702
777,48.42909833143595
778,24.895876231097255
779,21.309590061520474
780,54.8299367214592
781,26.69177144564145
782,47.22472197418003
783,27.648017220596778
784,22.81464161713557
785,20.611486992080124
786,35.07086305203713
787,66.16539852835852
788,26.319489892202107
789,22.52744455766984
790,79.0392389125748
791,31.49521280607294
792,48.26947089777491
793,66.15680035318641
794,65.41036292594221
795,23.625376011074046
796,20.50633651692137
797,33.82624125946066
798,68.59896154407956
799,33.092856039562335
800,83.32549250970021
801,29.074514717488217
802,22.701579392251354
803,19.515802541498402
804,18.520037586088915
805,25.655672061643244
806,21.554325608385895
807,42.92455217672393
808,35.20168997781445
809,32.39579217194918
810,21.145193931220415
811,22.148907845842015
812,35.13515327963542
813,21.788467424470305
814,73.73514495557343
815,17.274761883336872
816,20.68732837725376
817,27.190898792741436
818,26.257812668527635
819,25.939119537056968
820,77.69721404473673
821,83.76829662588244
822,20.15878626961576
823,36.79209129409992
824,37.631923988614375
825,17.83138970311922
826,76.6084242492503
827,22.80144872476166
828,62.32543358551655
829,31.718311340535994
830,69.60169416255141
831,20.628508235143755
832,25.00255113744695
833,73.14523747140974
834,61.16632305183743
835,45.8801488324428
836,52.78709640916641
837,30.46896470090131
838,28.942527874097436
839,26.27410667772211
840,22.50878897929359
841,29.02430817606721
842,24.45042243587459
843,27.52789638544168
844,26.607302813082406
845,27.895858459858793
846,19.43140641862462
847,22.906914512887553
848,26.84021708690293
849,78.59019397758863
850,21.0666155412207
851,25.283049633700927
852,44.98443584386831
853,25.9740742156583
854,35.99197713664246
855,30.516186721836306
856,27.683456055770915
857,79.94830006904235
858,30.22567867726528
859,27.569508631800844
860,32.715436713449364
861,66.36842313074594
862,25.996019568707766
863,28.60604886185271
864,23.50660888793867
865,60.729310988356865
866,23.191651740445888
867,19.72382475963603
868,22.879343144922913
869,75.5395069888413
870,43.22727510394563
871,18.265837575286017
872,20.40183215292091
873,27.53973681775944
874,18.893687401165476
875,41.41196076951407
876,24.2818062584522
877,58.00408397873287
878,28.995741974024668
879,30.390300406614735
880,55.2184770291777
881,33.872101570734806
882,63.46485720255585
883,27.982762901922012
884,37.499945481555685
885,26.876944329089223
886,60.609775187960736
887,28.865431719063654
888,66.38076157460189
889,65.38123217912661
890,30.518395016032265
891,37.52657550841518
892,23.280428428594252
893,74.17818603212741
894,36.4525454501795
895,36.758663315891425
896,46.78618760516021
897,53.51786095032579
898,22.374000703317297
899,26.071153274203198
900,47.59824177524939
901,54.04123492919187
902,57.40248206218411
903,81.54027178322904
904,63.36803967835466
905,22.94141989994582
906,29.683729142977313
907,32.327268982213894
908,71.16065182094735
909,25.426368816615064
910,29.834623335395158
911,22.277840407922078
912,19.668432323178102
913,27.754853913314182
914,27.424550466566952
915,29.49084395073842
916,70.44774888473584
917,36.198428038112674
918,62.51036715676379
919,61.838902637917215
920,25.861679875520196
921,76.60302751468127
922,65.3986421265588
923,68.81320060818742
924,21.574783916724627
925,29.981580104626875
926,33.196699279257786
927,18.36007639615822
928,24.335844564231344
929,59.648089574006846
930,24.419302185158926
931,69.83049067292778
932,20.017045412395326
933,24.98927721568634
934,23.503245721880187
935,59.780561408931966
936,75.77193387415282
937,28.09797995988038
938,17.38105454798292
939,46.52556719660576
940,29.470761717406873
941,58.98911110140334
942,30.409012646621463
943,81.23506448523351
944,35.79810816264056
945,65.56739771994576
946,29.38233897033521
947,31.27411034144945
948,47.75288193085615
949,73.78198582317192
950,52.31663897636027
951,36.051678653135276
952,27.76332357006716
953,29.895727410315416
954,67.49873774676328
955,21.98219462434517
956,77.7662062445909
957,62.009317899816324
958,18.872714266643786
959,20.549879888842806
960,56.77281483259392
961,31.167978163022703
962,28.89054541124975
963,18.791555340484745
964,17.148634871658732
965,30.89874375165219
966,31.033758577530403
967,55.191686342634384
968,74.52768752711745
969,25.27044015683257
970,36.57134879333253
971,46.59623429084428
972,25.687550083684897
973,37.36373521755592
974,47.73353852779201
975,54.112869527927444
976,19.805343834623425
977,43.06090206742788
978,19.627311872282522
979,19.83678810813229
980,39.7945911567324
981,73.82873319742552
982,56.90171014114894
983,29.29946413649779
984,49.900429230435606
985,70.44476501996316
986,42.41831787584026
987,56.85408936933699
988,18.829851609695943
989,29.93994568871352
990,24.483062131803074
991,72.86126953442194
992,19.254779144857377
993,73.82205492807608
994,57.209795159944775
995,30.870016280815644
996,27.471309360241303
997,23.689728631552665
998,52.48207134083693
999,26.031126611461275
1000,64.55453801794683
1001,32.19253847428227
1002,76.05099762095931
1003,24.753651723340713
1004,49.15605884831325
1005,58.919670796591795
1006,27.962719147791713
1007,30.404678918492316
1008,31.710447167846592
1009,28.772080364894524
1010,57.136974845837855
1011,25.591091069268884
1012,32.08789378588136
1013,69.79888851481834
1014,17.419270311610575
1015,23.692050759087834
1016,26.881466044042597
1017,30.578158711563425
1018,81.7767301068716
1019,32.87092709868117
1020,26.01826602979524
1021,25.859130576101123
1022,23.16908014074345
1023,24.55586862485181
1024,29.3603913937055
1025,28.369589235163435
1026,29.59232989477185
1027,64.21318707325065
1028,21.268578351793465
1029,37.85201492778788
1030,77.58799711756285
1031,59.554869119688746
1032,27.403216595806597
1033,23.336647608480323
1034,71.1116084155179
1035,18.21669486224161
1036,19.48057669494102
1037,64.55175654874085
1038,26.545575618883507
1039,20.955499751822522
1040,25.04613356959316
1041,37.98929822819275
1042,23.11854898650204
1043,21.7174355894943
1044,24.880635713025633
1045,71.14324149119179
1046,18.755831493006806
1047,66.9361695329626
1048,28.728050878259147
1049,26.29436298637924
1050,34.329513037881526
1051,70.55354840554472
1052,37.256641614211254
1053,43.536365037294374
1054,72.99988399885609
1055,28.886271536713572
1056,33.08606926391102
1057,18.981362375404238
1058,63.707025737296526
1059,30.860969734994363
1060,31.880807383367337
1061,31.291602698029497
1062,19.938841579680997
1063,67.20379843655941
1064,20.446022338196556
1065,25.76955847392797
1066,25.942171180087946
1067,77.18059189831736
1068,20.267347809806836
1069,70.80925694441814
1070,36.11731572666616
1071,27.852270904495352
1072,23.040053665641057
1073,64.67993508877574
1074,24.222695064094175
1075,34.04044349235001
1076,18.01562431079817
1077,63.97614576838492
1078,38.11001116945465
1079,18.927390009817614
1080,60.4315898738897
1081,79.33792872287442
